united states,tag,,,currency,id,,symbol
united states,,,,,,,XBP
united states,,,,,,,BITTO
united states,lendingblock,,,USD,1089384,,LND
united states,,,,,,,YAP
united states,,,,,,,ONL
united states,,,,,,,DIT
united states,bullion,,,USD,1086969,,CBX
united states,friends,,,USD,1117717,,FDZ
united states,,,,,,,XNV
united states,,,,,,,PRA
united states,,,,,,,EQL
united states,,,,,,,CAT
united states,sakura-bloom,,,USD,1094027,,SKB
united states,,,,,,,WINR
united states,goldmint,,,USD,1076879,,MNTP
united states,,,,,,,BLTG
united states,,,,,,,SCL
united states,,,,,,,TNS
united states,ethereum-blue,,,USD,1071262,,BLUE
united states,,,,,,,RMPL
united states,,,,,,,MIB
united states,,,,,,,TCH
united states,,,,,,,INNBC
united states,,,,,,,TON
united states,,,,,,,TRY
united states,mexc-token,,,USD,1156448,,MEXC
united states,,,,,,,NFXC
united states,attention-token-of-media,,,USD,1061790,,ATM
united states,,,,,,,FMTA
united states,internet-of-people,,,USD,1071266,,IOP
united states,poet,,,USD,1064947,,POE
united states,,,,,,,ZPAE
united states,,,,,,,ETHY
united states,,,,,,,VOX
united states,,,,,,,MNC
united states,,,,,,,UP
united states,bzedge,,,USD,1097884,,BZE
united states,x8x-token,,,USD,1072101,,X8X
united states,,,,,,,XPT
united states,,,,,,,ZLA
united states,,,,,,,ALMX
united states,,,,,,,PHT
united states,,,,,,,LMY
united states,,,,,,,UPX
united states,,,,,,,GLS
united states,hellogold,,,USD,1071304,,HGT
united states,heronode,,,USD,1089382,,HER
united states,pesetacoin,,,USD,1071273,,PTC
united states,zennies,,,USD,1071368,,ZENI
united states,ryo-currency,,,USD,1142187,,RYO
united states,,,,,,,PEG
united states,,,,,,,KICKS
united states,,,,,,,BIRD
united states,audiocoin,,,USD,1071367,,ADC
united states,,,,,,,RATING
united states,merebel,,,USD,1097882,,MERI
united states,,,,,,,RET
united states,blocktix,,,USD,1071182,,TIX
united states,,,,,,,PSK
united states,,,,,,,POSS
united states,,,,,,,PTON
united states,primalbase,,,USD,1071289,,PBT
united states,mintme-com-coin,,,USD,1156076,,MINTME
united states,scorum-coins,,,USD,1097921,,SCR
united states,chesscoin,,,USD,1071611,,CHESS
united states,dropil,,,USD,1082108,,DROP
united states,,,,,,,HSC
united states,,,,,,,RIGEL
united states,mybit,,,USD,1070467,,MYB
united states,deutsche-emark,,,USD,1071393,,DEM
united states,,,,,,,CNRG
united states,,,,,,,KP4R
united states,,,,,,,NKC
united states,,,,,,,IMT
united states,,,,,,,ZUC
united states,,,,,,,BBS
united states,,,,,,,BOB
united states,,,,,,,IMG
united states,,,,,,,KIMCHI
united states,,,,,,,PXG
united states,maxcoin,,,USD,1071446,,MAX
united states,,,,,,,S
united states,coin-janitor,,,USD,1153142,,JAN
united states,buzzcoin,,,USD,1071381,,BUZZ
united states,,,,,,,ALI
united states,,,,,,,BNY
united states,ethereum-meta,,,USD,1152982,,ETHM
united states,dreamteam-token,,,USD,1123290,,DREAM
united states,,,,,,,KFX
united states,,,,,,,MCT
united states,,,,,,,ALT
united states,,,,,,,ESH
united states,zeepin,,,USD,1094185,,ZPT
united states,,,,,,,IQ
united states,,,,,,,CREDIT
united states,qbao,,,USD,1061515,,QBT
united states,innova,,,USD,1071327,,INN
united states,,,,,,,SPHTX
united states,,,,,,,GPYX
united states,,,,,,,WCK
united states,,,,,,,XLR
united states,,,,,,,PUB
united states,shadow-token,,,USD,1071506,,SHDW
united states,,,,,,,GENE
united states,,,,,,,LTHN
united states,,,,,,,BTN
united states,,,,,,,GEM
united states,gonetwork,,,USD,1089381,,GOT
united states,,,,,,,MAS
united states,,,,,,,PENG
united states,shadowcash,,,USD,1071584,,SDC
united states,neutron,,,USD,1071305,,NTRN
united states,,,,,,,VDL
united states,startcoin,,,USD,1071328,,START
united states,,,,,,,STS
united states,,,,,,,BEET
united states,synergy,,,USD,1071293,,SNRG
united states,opus,,,USD,1072198,,OPT
united states,swagbucks,,,USD,1071610,,BUCKS
united states,,,,,,,GZRO
united states,,,,,,,CEN
united states,,,,,,,KUV
united states,streamity,,,USD,1162252,,STM
united states,,,,,,,EVE
united states,cryptonite,,,USD,1071341,,XCN
united states,,,,,,,PYN
united states,,,,,,,TBX
united states,,,,,,,DFS
united states,,,,,,,PIPL
united states,,,,,,,LIT
united states,swap,,,USD,1123933,,XWP
united states,,,,,,,ROAD
united states,,,,,,,HMC
united states,fortuna,,,USD,1093953,,FOTA
united states,,,,,,,ETZ
united states,,,,,,,MSR
united states,shield-xsh,,,USD,1071269,,XSH
united states,,,,,,,SPD
united states,gobyte,,,USD,1071325,,GBX
united states,,,,,,,SNOV
united states,,,,,,,TCORE
united states,,,,,,,N0031
united states,netko,,,USD,1071436,,NETKO
united states,insanecoin-insn,,,USD,1077113,,INSN
united states,encryptotel,,,USD,1070762,,ETT
united states,,,,,,,WAB
united states,,,,,,,MB
united states,,,,,,,BBO
united states,,,,,,,EGEM
united states,swing,,,USD,1071622,,SWING
united states,,,,,,,FACE
united states,digitalcoin,,,USD,1071479,,DGC
united states,wayguide,,,USD,1071609,,WAY
united states,,,,,,,NBC
united states,,,,,,,TENA
united states,,,,,,,KNT
united states,energycoin,,,USD,1071236,,ENRG
united states,nanjcoin,,,USD,1094249,,NANJ
united states,,,,,,,TSD
united states,,,,,,,SENC
united states,ion,,,USD,1070348,,ION
united states,,,,,,,KNT
united states,,,,,,,FLX
united states,swarm-city,,,USD,1071220,,SWT
united states,,,,,,,ASAFE
united states,,,,,,,VGW
united states,,,,,,,VRS
united states,bitstar,,,USD,1071486,,BITS
united states,graft,,,USD,1080146,,GRFT
united states,starbase,,,USD,1072162,,STAR
united states,oraclechain,,,USD,1072189,,OCT
united states,,,,,,,ANC
united states,,,,,,,XNB
united states,,,,,,,SVR
united states,terracoin,,,USD,1071339,,TRC
united states,,,,,,,MMO
united states,bluecoin,,,USD,1061857,,BLU
united states,investfeed,,,USD,1071280,,IFT
united states,,,,,,,TDP
united states,aston,,,USD,1094131,,ATX
united states,,,,,,,BTR
united states,,,,,,,IDT
united states,aeron,,,USD,1070440,,ARNX
united states,,,,,,,PHT
united states,,,,,,,INE
united states,ellaism,,,USD,1071379,,ELLA
united states,bittokens,,,USD,1071483,,BXT
united states,iethereum,,,USD,1061835,,IETH
united states,,,,,,,DOW
united states,,,,,,,TUP
united states,,,,,,,HQX
united states,cryptocarbon,,,USD,1070600,,CCRB
united states,,,,,,,DXT
united states,,,,,,,INCX
united states,,,,,,,MVC
united states,2give,,,USD,1071297,,2GIVE
united states,happycoin,,,USD,1061894,,HPC
united states,,,,,,,HORUS
united states,,,,,,,CROAT
united states,,,,,,,KNDC
united states,,,,,,,DCTO
united states,,,,,,,MAC
united states,,,,,,,RUGZ
united states,,,,,,,SWIFT
united states,,,,,,,NAT
united states,,,,,,,OURO
united states,,,,,,,ERT
united states,,,,,,,BEER
united states,silverway,,,USD,1141375,,SLV
united states,,,,,,,BDK
united states,,,,,,,AC3
united states,safeinsure,,,USD,1167169,,SINS
united states,gcn-coin,,,USD,1072199,,GCN
united states,,,,,,,WAND
united states,,,,,,,CRDT
united states,,,,,,,MODX
united states,,,,,,,HB
united states,wmcoin,,,USD,1070814,,WMC
united states,quantis,,,USD,1089605,,QUAN
united states,,,,,,,LYRA
united states,,,,,,,CTT
united states,,,,,,,PYRK
united states,sproutsextreme,,,USD,1071615,,SPEX
united states,,,,,,,PLURA
united states,dopecoin,,,USD,1071281,,DOPE
united states,,,,,,,SPRKL
united states,,,,,,,ESCE
united states,aigang,,,USD,1071954,,AIX
united states,,,,,,,SSS
united states,,,,,,,BITC
united states,islacoin,,,USD,1071648,,ISL
united states,hackspace-capital,,,USD,1071962,,HAC
united states,,,,,,,HLIX
united states,jetcoin,,,USD,1070658,,JET
united states,,,,,,,HWC
united states,,,,,,,DERI
united states,kobocoin,,,USD,1071411,,KOBO
united states,,,,,,,CMM
united states,,,,,,,UBN
united states,,,,,,,ARC
united states,,,,,,,NPC
united states,silent-notary,,,USD,1089391,,SNTR
united states,,,,,,,FSBT
united states,micromoney,,,USD,1061463,,AMM
united states,,,,,,,1MT
united states,tagcoin,,,USD,1071451,,TAG
united states,coin-lion,,,USD,1096585,,LION
united states,pirl,,,USD,1071318,,PIRL
united states,chronologic,,,USD,1070996,,DAY
united states,,,,,,,CGEN
united states,,,,,,,PYRO
united states,,,,,,,QUIN
united states,,,,,,,HUSH
united states,cobinhood,,,USD,1071175,,COB
united states,tattoocoin,,,USD,1071663,,TSE
united states,,,,,,,ATCC
united states,cryptojacks,,,USD,1071660,,CJ
united states,photon,,,USD,1072111,,PHO
united states,,,,,,,DOGEFI
united states,,,,,,,FLUX
united states,,,,,,,BON
united states,motocoin,,,USD,1071740,,MOTO
united states,,,,,,,USDX
united states,,,,,,,EVT
united states,srcoin,,,USD,1073262,,SRCOIN
united states,tiesdb,,,USD,1071823,,TIE
united states,,,,,,,OOT
united states,leadcoin,,,USD,1073223,,LDC
united states,nicash,,,USD,1153141,,NICASH
united states,opal,,,USD,1071597,,OPAL
united states,,,,,,,VOTE
united states,parallelcoin,,,USD,1071656,,DUO
united states,bitcurrency,,,USD,1071464,,BTCR
united states,aquariuscoin,,,USD,1071630,,ARCO
united states,foldingcoin,,,USD,1071230,,FLDC
united states,,,,,,,OSA
united states,skincoin,,,USD,1071426,,SKIN
united states,mao-zedong,,,USD,1071444,,MAO
united states,,,,,,,ARTIS
united states,,,,,,,ETI
united states,reosc,,,USD,1122425,,REOSC
united states,imbrex,,,USD,1088674,,REX
united states,,,,,,,MOR
united states,gincoin,,,USD,1094097,,GIN
united states,,,,,,,FIII
united states,bitcloud,,,USD,1071271,,BTDX
united states,,,,,,,MOTA
united states,magi,,,USD,1071355,,XMG
united states,,,,,,,TCASH
united states,optitoken,,,USD,1094226,,OPTI
united states,,,,,,,WVG0
united states,,,,,,,CTL
united states,emerald,,,USD,1071522,,EMD
united states,guncoin,,,USD,1071491,,GUN
united states,,,,,,,DML
united states,,,,,,,MES
united states,storiqa,,,USD,1094204,,STQ
united states,proton-token,,,USD,1095972,,PTT
united states,,,,,,,INEX
united states,,,,,,,YMPL
united states,dynamite,,,USD,1158804,,DYNMT
united states,,,,,,,BQQQ
united states,draftcoin,,,USD,1061795,,DFT
united states,elacoin,,,USD,1071860,,ELC
united states,,,,,,,WGP
united states,,,,,,,WTN
united states,,,,,,,HSS
united states,,,,,,,YFSI
united states,kekcoin,,,USD,1071412,,KEK
united states,,,,,,,RENDOGE
united states,bitz,,,USD,1071670,,BITZ
united states,supercoin,,,USD,1071353,,SUPER
united states,,,,,,,ARO
united states,,,,,,,SYN
united states,,,,,,,SEM
united states,vslice,,,USD,1070468,,VSL
united states,,,,,,,BGTT
united states,,,,,,,STAK
united states,posex,,,USD,1071731,,PEX
united states,posw-coin,,,USD,1061851,,POSW
united states,,,,,,,MORE
united states,evencoin,,,USD,1117895,,EVN
united states,adzcoin,,,USD,1061861,,ADZ
united states,bitbar,,,USD,1071311,,BTB
united states,tgame,,,USD,1089395,,TGAME
united states,,,,,,,BGL
united states,evil-coin,,,USD,1071637,,EVIL
united states,,,,,,,CVCC
united states,crowd-machine,,,USD,1094057,,CMCT
united states,,,,,,,WEC
united states,verify,,,USD,1071733,,CRED
united states,,,,,,,ELY
united states,,,,,,,TOC
united states,,,,,,,TKP
united states,worldcore,,,USD,1066708,,WRC
united states,,,,,,,INVE
united states,nasdacoin,,,USD,1117864,,NSD
united states,monkey-project,,,USD,1071544,,MONK
united states,bata,,,USD,1070566,,BTA
united states,,,,,,,GTM
united states,kushcoin,,,USD,1071620,,KUSH
united states,,,,,,,PEPS
united states,,,,,,,DONU
united states,yacoin,,,USD,1071631,,YAC
united states,popularcoin,,,USD,1071468,,POP
united states,,,,,,,WCC
united states,,,,,,,HERB
united states,,,,,,,BURN
united states,,,,,,,REB2
united states,,,,,,,ITL
united states,,,,,,,INRT
united states,,,,,,,FLOT
united states,,,,,,,GIC
united states,,,,,,,MALW
united states,,,,,,,KWATT
united states,,,,,,,ZINC
united states,octocoin,,,USD,1071644,,888
united states,,,,,,,IG
united states,vulcano,,,USD,1071830,,VULC
united states,tokenstars,,,USD,1089523,,TEAM
united states,,,,,,,WIT
united states,,,,,,,MARTK
united states,sling,,,USD,1071666,,SLING
united states,,,,,,,ADI
united states,,,,,,,XPAT
united states,firecoin,,,USD,1071657,,FIRE
united states,,,,,,,SCC
united states,,,,,,,DTRC
united states,crave,,,USD,1071359,,CRAVE
united states,,,,,,,MICRO
united states,,,,,,,CAT
united states,bitwhite,,,USD,1153429,,BTW
united states,litecoin-plus,,,USD,1071441,,LCP
united states,,,,,,,PTI
united states,,,,,,,NMP
united states,,,,,,,ENTRC
united states,mojocoin,,,USD,1070826,,MOJO
united states,rimbit,,,USD,1071563,,RBT
united states,,,,,,,LST
united states,mineum,,,USD,1071628,,MNM
united states,joulecoin,,,USD,1071429,,XJO
united states,,,,,,,TAN
united states,blockcat,,,USD,1073631,,CAT
united states,zetacoin,,,USD,1071390,,ZET
united states,,,,,,,LHT
united states,,,,,,,MLM
united states,,,,,,,BTCL
united states,bitcoin-zero,,,USD,1110551,,BZX
united states,,,,,,,BEN
united states,franko,,,USD,1071649,,FRK
united states,bitcoin-interest,,,USD,1094198,,BCI
united states,,,,,,,MFC
united states,,,,,,,GFUN
united states,,,,,,,ES
united states,,,,,,,PLAT
united states,bolivarcoin,,,USD,1061896,,BOLI
united states,belacoin,,,USD,1066689,,BELA
united states,,,,,,,CMCT
united states,,,,,,,HAND
united states,gamebet-coin,,,USD,1071755,,GBT
united states,,,,,,,ARION
united states,,,,,,,FIRE
united states,,,,,,,RCT
united states,ultimate-secure-cash,,,USD,1070775,,USC
united states,,,,,,,DAB
united states,,,,,,,PGO
united states,rubies,,,USD,1070815,,RBIES
united states,firstcoin,,,USD,1061815,,FRST
united states,eroscoin,,,USD,1071796,,ERO
united states,,,,,,,HLX
united states,,,,,,,YOC
united states,kurrent,,,USD,1071557,,KURT
united states,ratecoin,,,USD,1071638,,XRA
united states,,,,,,,NPLC
united states,unitus,,,USD,1071402,,UIS
united states,,,,,,,NTR
united states,,,,,,,RAISE
united states,,,,,,,PRX
united states,xios,,,USD,1060444,,XIOS
united states,prime-ex-perpetual,,,USD,1072973,,PEXT
united states,,,,,,,XUEZ
united states,px,,,USD,1071646,,PX
united states,steepcoin,,,USD,1073607,,STEEP
united states,billarycoin,,,USD,1071695,,BLRY
united states,,,,,,,EBK
united states,universe,,,USD,1071608,,UNI
united states,,,,,,,GXX
united states,,,,,,,ENTS
united states,unify,,,USD,1061887,,UNIFY
united states,,,,,,,CHEESE
united states,guccionecoin,,,USD,1071315,,GCC
united states,privatix,,,USD,1071396,,PRIX
united states,,,,,,,SFG
united states,,,,,,,GPT
united states,,,,,,,WON
united states,,,,,,,SEFA
united states,,,,,,,ZDR
united states,,,,,,,MEDIC
united states,bitcoin-red,,,USD,1061848,,BTCRED
united states,mchain,,,USD,1162587,,MAR
united states,coin2-1,,,USD,1071499,,C2
united states,,,,,,,KIND
united states,bitzeny,,,USD,1071238,,ZNY
united states,,,,,,,BNTX
united states,,,,,,,SFCP
united states,,,,,,,YFFII
united states,rupee,,,USD,1066742,,RUP
united states,,,,,,,TIC
united states,,,,,,,MCC
united states,,,,,,,IC
united states,,,,,,,YTN
united states,,,,,,,AREPA
united states,,,,,,,ETHPLO
united states,beavercoin,,,USD,1071697,,BVC
united states,berncash,,,USD,1071619,,BERN
united states,,,,,,,FEX
united states,,,,,,,LFC
united states,,,,,,,TOTO
united states,,,,,,,AD
united states,,,,,,,WAGE
united states,,,,,,,VLS
united states,spots,,,USD,1071680,,SPT
united states,niobio-cash,,,USD,1075607,,NBR
united states,,,,,,,XSTAR
united states,,,,,,,ZEUS
united states,,,,,,,ASA
united states,,,,,,,BSD
united states,,,,,,,BFC
united states,,,,,,,ETX
united states,,,,,,,BTRN
united states,iticoin,,,USD,1070662,,ITI
united states,warp,,,USD,1071694,,WARP
united states,,,,,,,SCAP
united states,,,,,,,HUR
united states,universal-currency,,,USD,1071340,,UNIT
united states,,,,,,,BOUTS
united states,,,,,,,YFIVE
united states,litebar,,,USD,1071454,,LTB
united states,atbcoin,,,USD,1061878,,ATB
united states,,,,,,,VOT
united states,purevidz,,,USD,1071508,,VIDZ
united states,,,,,,,ARAW
united states,,,,,,,XGM
united states,,,,,,,BNC
united states,,,,,,,FBN
united states,globaltoken,,,USD,1071547,,GLT
united states,,,,,,,INX
united states,,,,,,,CFUN
united states,,,,,,,LNC
united states,,,,,,,CIV
united states,,,,,,,KSEED
united states,,,,,,,DISTX
united states,,,,,,,ETGP
united states,,,,,,,BIT
united states,syndicate,,,USD,1071275,,SYNX
united states,,,,,,,FTXT
united states,,,,,,,ATH
united states,smartcoin,,,USD,1071439,,SMC
united states,,,,,,,SAT
united states,eltcoin,,,USD,1072146,,ELTCOIN
united states,,,,,,,yTSLA
united states,,,,,,,XIND
united states,,,,,,,NRP
united states,,,,,,,KEMA
united states,,,,,,,FOXT
united states,paragon,,,USD,1148063,,PRG
united states,,,,,,,CTRT
united states,miners-reward-token,,,USD,1070570,,MRT
united states,,,,,,,STAC
united states,goldblocks,,,USD,1070557,,GB
united states,,,,,,,CYMT
united states,,,,,,,BAZT
united states,suretly,,,USD,1088734,,SUR
united states,onix,,,USD,1071345,,ONX
united states,icobid,,,USD,1071602,,ICOB
united states,global-currency-reserve,,,USD,1071203,,GCR
united states,ethereumcash,,,USD,1071504,,ECASH
united states,,,,,,,CNUS
united states,digital-money-bits,,,USD,1071579,,DMB
united states,,,,,,,VOCO
united states,,,,,,,BLOC
united states,blakecoin,,,USD,1071643,,BLC
united states,,,,,,,NCP
united states,,,,,,,ARCT
united states,,,,,,,IFX24
united states,acoin,,,USD,1071641,,ACOIN
united states,,,,,,,XBI
united states,,,,,,,WEB
united states,,,,,,,TREX
united states,,,,,,,NRVE
united states,,,,,,,ARQ
united states,globalcoin,,,USD,1071617,,GLCn
united states,theresa-may-coin,,,USD,1071698,,MAY
united states,trumpcoin,,,USD,1070655,,TRUMP
united states,,,,,,,BTAD
united states,,,,,,,CRAD
united states,bitradio,,,USD,1071460,,BRO
united states,shilling,,,USD,1071971,,SH
united states,,,,,,,BREE
united states,,,,,,,GRIMM
united states,,,,,,,CPR
united states,postcoin,,,USD,1070690,,POST
united states,,,,,,,YLC
united states,,,,,,,XCON
united states,metal-music-coin,,,USD,1071674,,MTLMC3
united states,,,,,,,SWC
united states,tekcoin,,,USD,1071706,,TEK
united states,,,,,,,BCZ
united states,cream,,,USD,1071466,,CRM
united states,,,,,,,ROBET
united states,,,,,,,CPU
united states,,,,,,,XTA
united states,vip-tokens,,,USD,1071702,,VIP
united states,zurcoin,,,USD,1071462,,ZUR
united states,uro,,,USD,1071545,,URO
united states,atonomi,,,USD,1089371,,ATMI
united states,,,,,,,CALL
united states,,,,,,,SND
united states,,,,,,,UNI
united states,,,,,,,COMP
united states,,,,,,,BIT
united states,fuzzballs,,,USD,1071710,,FUZZ
united states,regalcoin,,,USD,1061826,,REC
united states,,,,,,,ZFL
united states,,,,,,,FUZE
united states,,,,,,,JADE
united states,,,,,,,MCC
united states,wild-crypto,,,USD,1071812,,WILD
united states,debitcoin,,,USD,1071538,,DBTC
united states,,,,,,,B2G
united states,mindcoin,,,USD,1071687,,MND
united states,dreamcoin,,,USD,1071683,,DRM
united states,centurion,,,USD,1071350,,CNT
united states,,,,,,,SET
united states,moin,,,USD,1070616,,MOIN
united states,,,,,,,TCAT
united states,,,,,,,DATP
united states,crycash,,,USD,1066755,,CRC
united states,,,,,,,BTCN
united states,,,,,,,XAP
united states,,,,,,,SCRIV
united states,,,,,,,HELP
united states,,,,,,,BLUR
united states,unrealcoin,,,USD,1071624,,URC
united states,xgox,,,USD,1071456,,XGOX
united states,,,,,,,SPK
united states,signatum,,,USD,1071418,,SIGT
united states,,,,,,,ALLBI
united states,,,,,,,YI12
united states,ibtc,,,USD,1072164,,IBTC
united states,,,,,,,ANON
united states,,,,,,,ZNT
united states,,,,,,,MFTU
united states,,,,,,,XDNA
united states,edrcoin,,,USD,1071851,,EDRC
united states,,,,,,,AER
united states,beatcoin,,,USD,1071691,,XBTS
united states,,,,,,,KLKS
united states,,,,,,,CLX
united states,geysercoin,,,USD,1071575,,GSR
united states,,,,,,,NYEX
united states,,,,,,,YFBT
united states,sativacoin,,,USD,1071614,,STV
united states,,,,,,,SPT
united states,,,,,,,CSTL
united states,,,,,,,ING
united states,,,,,,,ACE
united states,,,,,,,UCN
united states,,,,,,,OBEE
united states,,,,,,,CARE
united states,tokyo,,,USD,1066737,,TOKC
united states,influxcoin,,,USD,1071404,,INFX
united states,ride-my-car,,,USD,1071749,,RIDE
united states,orlycoin,,,USD,1071713,,ORLY
united states,,,,,,,AMIO
united states,,,,,,,IRD
united states,,,,,,,PFR
united states,paycoin2,,,USD,1071500,,XPY
united states,save-and-gain,,,USD,1071773,,SANDG
united states,,,,,,,KKC
united states,jewels,,,USD,1071684,,JWL
united states,,,,,,,GALI
united states,,,,,,,TVNT
united states,,,,,,,EXMR
united states,,,,,,,ITT
united states,,,,,,,KWH
united states,braincoin,,,USD,1071764,,BRAIN
united states,,,,,,,HALV
united states,,,,,,,BITS
united states,letitride,,,USD,1071565,,LIR
united states,,,,,,,SHVR
united states,,,,,,,SIG
united states,,,,,,,EXO
united states,,,,,,,BUD
united states,parkbyte,,,USD,1071319,,PKB
united states,goldpieces,,,USD,1071536,,GP
united states,mustangcoin,,,USD,1071682,,MST
united states,amsterdamcoin,,,USD,1071821,,AMS
united states,,,,,,,UVU
united states,paycon,,,USD,1071671,,CON
united states,privcy,,,USD,1148190,,PRIV
united states,x-coin,,,USD,1071707,,XCO
united states,bitrent,,,USD,1094007,,RNTB
united states,guppy,,,USD,1061506,,GUP
united states,,,,,,,XD
united states,ronpaulcoin,,,USD,1071533,,RPC
united states,martexcoin,,,USD,1071257,,MXT
united states,,,,,,,NZL
united states,,,,,,,NUKO
united states,elementrem,,,USD,1071370,,ELE
united states,,,,,,,BLAST
united states,piecoin,,,USD,1071703,,PIE
united states,,,,,,,MCPC
united states,dnotes,,,USD,1066693,,NOTE
united states,arbitrage,,,USD,1093962,,ARB
united states,,,,,,,IMPL
united states,,,,,,,VIVID
united states,,,,,,,HORSE
united states,,,,,,,HQT
united states,spreadcoin,,,USD,1071351,,SPR
united states,zonecoin,,,USD,1071761,,ZNE
united states,bowscoin,,,USD,1071709,,BSC
united states,californium,,,USD,1071679,,CF
united states,,,,,,,IMGC
united states,arbit,,,USD,1071732,,ARB
united states,thore-cash,,,USD,1094134,,TCH
united states,osmiumcoin,,,USD,1071714,,OS76
united states,jobscoin,,,USD,1071758,,JOBS
united states,bitcoin-21,,,USD,1071640,,XBTC21
united states,desire,,,USD,1071738,,DSR
united states,,,,,,,ORE
united states,,,,,,,SQR
united states,,,,,,,STREAM
united states,,,,,,,ROCO
united states,visio,,,USD,1071409,,VISIO
united states,,,,,,,DTC
united states,,,,,,,NAVY
united states,sydpak,,,USD,1071767,,SDP
united states,,,,,,,$NOOB
united states,,,,,,,PNX
united states,,,,,,,ETHP
united states,,,,,,,FLC
united states,xonecoin,,,USD,1071762,,XOC
united states,zayedcoin,,,USD,1071724,,ZYD
united states,,,,,,,GDR
united states,impulsecoin,,,USD,1071700,,IMPS
united states,,,,,,,LATX
united states,,,,,,,onLEXpa
united states,brat,,,USD,1071708,,BRAT
united states,,,,,,,HSN
united states,crevacoin,,,USD,1070752,,CREVA
united states,,,,,,,BUNNY
united states,,,,,,,SWYFTT
united states,,,,,,,XOV
united states,,,,,,,JOINT
united states,rupaya,,,USD,1071669,,RUPX
united states,,,,,,,aWSB
united states,,,,,,,XGS
united states,,,,,,,EGX
united states,quebecoin,,,USD,1071893,,QBC
united states,hodlcoin,,,USD,1071625,,HODL
united states,,,,,,,ULG
united states,songcoin,,,USD,1071712,,SONG
united states,,,,,,,GOSS
united states,titcoin,,,USD,1070653,,TIT
united states,,,,,,,ELD
united states,destiny,,,USD,1071719,,DES
united states,,,,,,,1X2
united states,talercoin,,,USD,1122572,,TLR
united states,,,,,,,FLL
united states,litecred,,,USD,1071541,,LTCR
united states,equitrader,,,USD,1071358,,EQT
united states,,,,,,,ABST
united states,,,,,,,BCAC
united states,dollarcoin,,,USD,1071658,,DLC
united states,,,,,,,POLL
united states,,,,,,,APR
united states,,,,,,,SHB
united states,bitcoal,,,USD,1071530,,COAL
united states,,,,,,,MDTK
united states,,,,,,,KTS
united states,speedcash,,,USD,1071763,,SCS
united states,,,,,,,BXC
united states,,,,,,,MOX
united states,,,,,,,IRA
united states,eurocoin,,,USD,1071529,,EUC
united states,,,,,,,SYBC
united states,,,,,,,MRI
united states,,,,,,,PAZZI
united states,open-trading-network,,,USD,1155985,,OTN
united states,cannation,,,USD,1071623,,CNNC
united states,prime-xi,,,USD,1071647,,PXI
united states,milocoin,,,USD,1071562,,MILO
united states,litebitcoin,,,USD,1066697,,LBTC
united states,cabbage,,,USD,1071771,,CAB
united states,tajcoin,,,USD,1071535,,TAJ
united states,rsgpcoin,,,USD,1071769,,RSGP
united states,,,,,,,APC
united states,,,,,,,ACTP
united states,veltor,,,USD,1071485,,VLT
united states,nevacoin,,,USD,1071662,,NEVA
united states,,,,,,,AKA
united states,,,,,,,ABS
united states,luna-coin,,,USD,1070908,,LUNA
united states,,,,,,,XMCT
united states,vector,,,USD,1071681,,VEC2
united states,javascript-token,,,USD,1072158,,JS
united states,,,,,,,IBS
united states,high-voltage,,,USD,1071766,,HVCO
united states,bulleon,,,USD,1153134,,BUL
united states,litecoin-ultra,,,USD,1071553,,LTCU
united states,project-x,,,USD,1071748,,NANOX
united states,,,,,,,EFL
united states,plncoin,,,USD,1071718,,PLNC
united states,,,,,,,SOVE
united states,,,,,,,XMV
united states,bitvolt,,,USD,1071772,,VOLT
united states,,,,,,,RAGNA
united states,independent-money-system,,,USD,1071650,,IMS
united states,,,,,,,LNO
united states,platinumbar,,,USD,1071487,,XPTX
united states,benjirolls,,,USD,1071705,,BENJI
united states,paypex,,,USD,1094201,,PAYX
united states,,,,,,,PAXEX
united states,dalecoin,,,USD,1071520,,DALC
united states,briacoin,,,USD,1066695,,BRIA
united states,women,,,USD,1071564,,WOMEN
united states,,,,,,,CATO
united states,dash-green,,,USD,1115828,,DASHG
united states,,,,,,,BOST
united states,,,,,,,LTK
united states,wild-beast-block,,,USD,1071757,,WBB
united states,guess,,,USD,1077122,,GUESS
united states,ecocoin,,,USD,1071531,,ECO
united states,,,,,,,STR
united states,,,,,,,GPKR
united states,crystal-clear,,,USD,1071471,,CCT
united states,comet,,,USD,1071975,,CMT
united states,altcommunity-coin,,,USD,1071480,,SONO
united states,,,,,,,IMP
united states,nodecoin,,,USD,1071776,,NODC
united states,ibank,,,USD,1071768,,IBANK
united states,,,,,,,DIN
united states,coinonat,,,USD,1071558,,CXT
united states,socialcoin-socc,,,USD,1071568,,SOCC
united states,,,,,,,KZC
united states,fintab,,,USD,1079932,,FNTB
united states,,,,,,,PAMP
united states,,,,,,,CYL
united states,roulettetoken,,,USD,1077117,,RLT
united states,,,,,,,MCC
united states,,,,,,,MNP
united states,ccore,,,USD,1072107,,CCO
united states,,,,,,,AGLT
united states,iconic,,,USD,1071566,,ICON
united states,,,,,,,QBIC
united states,experience-points,,,USD,1064945,,XP
united states,,,,,,,LABX
united states,vaperscoin,,,USD,1071693,,VPRC
united states,,,,,,,PAWS
united states,,,,,,,WXC
united states,ponzicoin,,,USD,1071723,,PONZI
united states,,,,,,,HDI
united states,argus,,,USD,1071572,,ARGUS
united states,,,,,,,BENZ
united states,,,,,,,MPT
united states,,,,,,,BTCF
